63.430457,10.3960229
63.4304101,10.3973541
63.4303428,10.3992759
63.4303151,10.400056
63.4302655,10.401478
63.4297497,10.4011034
63.4295312,10.4009605
63.4287914,10.4004146
63.4284091,10.4001036
63.4279407,10.3997884
63.4278444,10.3985732
63.4277021,10.3965772
63.4276368,10.3954876
63.4276219,10.3952336
63.4276073,10.3950125
63.4275606,10.394116
63.4275469,10.3938342
63.4275091,10.3930141
63.4264994,10.3933737
63.4257535,10.3935348
63.4249145,10.3937931
63.4229378,10.3943594
63.4228522,10.3943768
63.4225957,10.394562
63.4220427,10.3946787
63.4212809,10.3950745
63.4211299,10.3951413
63.4207483,10.395298
63.4205111,10.3954117
63.4201198,10.3956057
63.4198415,10.3957735
63.4192272,10.3960998
63.4190831,10.3961764
63.4180857,10.3967045
63.4167396,10.3973606
63.4153707,10.3980793
63.4149459,10.3982908
63.4138308,10.3988467
63.4125704,10.3992593
63.4124813,10.3992868
63.411947,10.3993195
63.4095481,10.3990587
63.4086475,10.3988011
63.404848,10.3970822
63.4044364,10.3981053
63.404468,10.3986377
63.4045036,10.3989847
63.4044808,10.3990356
63.4043133,10.3988582
63.4034341,10.3991067
63.4027076,10.3999718
63.4023109,10.4007307
63.40202,10.4012286
63.4019851,10.4012794
63.4017596,10.4015769
63.4009895,10.4024766
63.4009247,10.3986413
63.3998023,10.3954949
63.39815,10.3936726
63.396648,10.3921823
63.3952198,10.3902474
63.3947748,10.3895581
63.3918517,10.3848296
63.3897119,10.3816161
63.3845351,10.3767854
63.384243,10.3765833
63.3840599,10.3764287
63.3755131,10.376941
63.3752857,10.3771639
63.3744021,10.3779389
63.3738079,10.3784064
63.3706442,10.379732
63.3700971,10.3797139
63.3671735,10.3784765
63.3655487,10.3771612
63.3632537,10.3750692
63.3625994,10.3744693
63.3606426,10.3730177
63.3600631,10.3726615
63.3582958,10.3717454
63.3486556,10.370354
63.3466239,10.3710044
63.3465908,10.3713432
63.3464215,10.371463
63.3463137,10.370942
63.3439069,10.3683391
63.3392048,10.3624772
63.334848,10.3578866
63.33286,10.3579362
63.3328131,10.3579095
63.3319535,10.3551963
63.3306503,10.3538377
63.3293766,10.3523961
63.3281721,10.3505225
63.3266423,10.3464628
63.326251,10.3443414
63.3261288,10.3353023
63.3222687,10.3134097
63.3179172,10.2977515
63.31753,10.297196
63.3170934,10.2966448
63.3028733,10.2879347
63.3024328,10.2877717
63.3013582,10.2873686
63.2990997,10.2857377
63.2981711,10.284618
63.2960745,10.280976
63.2865037,10.2718452
63.2862419,10.2718485
63.2852076,10.2720572
63.2832671,10.273297
63.2817743,10.2758213
63.2817816,10.2760586
63.2818457,10.2765167
63.2830616,10.2808017
63.2832771,10.2813235
63.2833542,10.2813594
63.2834199,10.2816258
63.2832256,10.2818613
63.2830017,10.2821451
63.2814784,10.2850191
63.2805592,10.286549
63.2777404,10.2910245
63.2777012,10.2910738
63.2755146,10.2932294
63.2749626,10.2936383
63.2728156,10.2948718
63.2709319,10.2950208
63.270885,10.2950149
63.269574,10.2944949
63.2683801,10.2936096
63.2666328,10.2914951
63.266539,10.2912708
63.2656259,10.2897244
63.2652199,10.2893149
63.2651228,10.2892302
63.2639948,10.2883665
63.2631589,10.287749
63.2613784,10.2865491
63.2592097,10.2859702
63.2591279,10.2859832
63.2575221,10.2855599
63.2572358,10.2853009
63.257851,10.2833992
63.2578647,10.2830596
63.2578039,10.2827659
63.254994,10.281203
63.252129,10.278533
63.2517036,10.2779156
63.2515766,10.2779647
63.2515415,10.2778139
63.2475892,10.2757087
63.2461946,10.2751058
63.2460067,10.2750464
63.2459773,10.2751001
63.2459324,10.2754843
63.2459196,10.2755769
63.2459151,10.276334
63.2459094,10.2767641
63.2455643,10.2771789
63.2402826,10.2765156
63.2362224,10.2770587
63.2348444,10.2772059
63.2346377,10.2771992
63.2320286,10.2783944
63.2318618,10.2786807
63.2315907,10.2791554
63.2312763,10.2797077
63.2309293,10.2803361
63.2309056,10.280383
63.2296802,10.2831585
63.229602,10.2834088
63.2282736,10.2860164
63.2277434,10.2863284
63.227047,10.2867371
63.226326,10.287217
63.224916,10.288736
63.2243511,10.2894295
63.2220309,10.2927849
63.2200326,10.3012379
63.2172022,10.3065551
63.2161062,10.3068907
63.2150903,10.3070336
63.2134301,10.3063248
63.2132465,10.3061415
63.208335,10.3008677
63.2076209,10.3004363
63.2070486,10.3006556
63.2069127,10.3007728
63.2066316,10.3010378
63.2029987,10.3017296
63.2029205,10.3017282
63.1997803,10.3015518
63.199512,10.3015372
63.199377,10.3015231
63.1987314,10.3015436
63.1980966,10.3017725
63.1976796,10.3019527
63.1976035,10.3019886
63.1971046,10.3022385
63.1969503,10.3023651
63.1968797,10.3024208
63.1947694,10.3044533
63.1935306,10.3056522
63.1919341,10.3071859
63.1915159,10.3075843
63.1905574,10.308499
63.1887838,10.3102063
63.1878259,10.3111241
63.1873026,10.3116272
63.1869748,10.3119424
63.1862083,10.3126823
63.1854787,10.3133769
63.1851551,10.313685
63.1847667,10.3139868
63.1836245,10.3147108
63.1821023,10.3156717
63.1783644,10.3166735
63.1771023,10.3167999
63.1765132,10.3167977
63.1748453,10.3167252
63.1740946,10.3166477
63.1730744,10.3161534
63.1697802,10.3143683
63.1685161,10.3135687
63.1675465,10.3127746
63.1669875,10.3122403
63.1667796,10.3120201
63.1654775,10.3093516
63.165269,10.3088879
63.1648538,10.3079796
63.1636838,10.3054922
63.163605,10.3053295
63.163111,10.3042823
63.1630595,10.3041758
63.1627962,10.303613
63.1625177,10.3030256
63.1611607,10.3001246
63.1605396,10.2987984
63.1596729,10.2970758
63.1596379,10.2970241
63.1588184,10.2960893
63.1586083,10.2958787
63.1575418,10.2948703
63.1575068,10.2948382
63.1569343,10.2942939
63.156896,10.2942574
63.1564258,10.2938085
63.1561411,10.2935324
63.1560412,10.293434
63.1558952,10.2932921
63.1558308,10.2932349
63.1550304,10.2925471
63.1544914,10.2921559
63.1542059,10.2919537
63.1535878,10.2908487
63.153367,10.290336
63.1532978,10.2901763
63.1527934,10.2889014
63.1523518,10.2870469
63.152159,10.2855861
63.1521088,10.2846305
63.1517518,10.28127
63.151538,10.2805065
63.1511341,10.2790228
63.1505729,10.2768849
63.1503808,10.2761431
63.1497057,10.2735863
63.1496562,10.2734253
63.1492845,10.2723347
63.1487633,10.271165
63.1485226,10.2706893
63.1468451,10.2674777
63.1453106,10.2650237
63.1438718,10.262846
63.1427517,10.2611683
63.1401194,10.2571932
63.1384514,10.2547036
63.1363289,10.253159
63.1362507,10.2531009
63.1292876,10.2454152
63.1256636,10.2432039
63.1229277,10.2445941
63.1229755,10.2449741
63.1227782,10.2476162
63.1191635,10.2454891
63.1173263,10.2439965
63.1167831,10.2437558
63.1146474,10.2420503
63.1133137,10.2405788
63.1109405,10.2369924
63.1088538,10.2370822
63.1084341,10.2372142
63.1074582,10.2373014
63.1072536,10.237335
63.1067504,10.2375364
63.106265,10.2378645
63.1040883,10.23934
63.096548,10.2416233
63.0950323,10.2417359
63.0940908,10.2420145
63.0938533,10.2417236
63.0927657,10.2449858
63.0923066,10.2464656
63.0897636,10.2499646
63.0884019,10.2502911
63.0690797,10.2802392
63.0678428,10.2854012
63.0670355,10.2873675
63.0664644,10.2871836
63.0661713,10.2874108
63.0655115,10.2863156
63.065471,10.2862962
63.059086,10.2874921
63.0581383,10.2867027
63.055783,10.2856986
63.0545564,10.285273
63.05339,10.2848562
63.0530929,10.2847436
63.0526248,10.2845561
63.0523591,10.2844592
63.0521028,10.2843578
63.0515366,10.2842194
63.0508175,10.2842597
63.0498244,10.2838731
63.0497833,10.2838374
63.0489244,10.283341
63.0488085,10.2832769
63.0473694,10.2825478
63.0471488,10.2824176
63.0468604,10.2821709
63.046675,10.2820018
63.043939,10.2812523
63.0431819,10.2819967
63.0424324,10.2823406
63.0421061,10.2824511
63.0412327,10.2834086
63.0411911,10.2834821
63.0410184,10.2837376
63.0405249,10.284349
63.0400777,10.2847773
63.0391249,10.2849816
63.037313,10.2826385
63.0364902,10.2812505
63.0356839,10.2787802
63.0356,10.2781498
63.0354437,10.2772312
63.0352776,10.2765263
63.034702,10.2750605
63.0345045,10.2746246
63.0342206,10.2740157
63.0338701,10.2731651
63.0333621,10.2708247
63.0330386,10.2711096
63.0328418,10.2711396
63.0317713,10.270246
63.0310693,10.2689874
63.0287276,10.2597043
63.0279282,10.2567993
63.0263384,10.2541871
63.0256495,10.2549883
63.0199419,10.2471166
63.0177716,10.2460194
63.0147873,10.246411
63.0060524,10.2395664
